instrumento,inst_id,nome_original,natureza,situacao_cadastro,situacao_operacional,fonte_situacao_operacional,localidade,x,y,profundidade_m,data_corte,ptr_mais_proximo,dist_ptr_m,leituras,fonte_recente,modo_monitoramento,ultima,ultima_leitura_cota_m,dias_sem_leitura,cadencia_mediana_dias,limite_atualizacao_dias,recebimento,cota_atual_representativa_m,n_atual_validas,status_qaqc,motivos,sinais_qaqc,flatline_ativo,pos_flatline_pendente,salto_tipo,salto_data,variacao_ultima_m,ruido_recente,conflitos_temporais,conflito_recente,cota_referencia_12m_m,data_referencia_12m,delta_12m_m,classificacao_12m,cota_referencia_90d_m,data_referencia_90d,delta_90d_m,classificacao_90d,mediana_vizinhos_12m_m,diferenca_vizinhos_12m_m,mediana_vizinhos_90d_m,diferenca_vizinhos_90d_m
0029-INA-109,0029-INA-109,INA_S_109,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,654780.060000008,7765009.88899973,32.0,2026-08-27,G00-11PTR020,1059.6028428071877,203,Manual,Manual,2026-08-19,1093.574,8.0,16.0,64,RECEBENDO,1093.574,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1093.584,2025-09-02,-0.009999999999990905,Comportamento estável,1093.584,2026-05-22,-0.009999999999990905,Comportamento estável,0.0,-0.009999999999990905,-0.03999999999996362,0.029999999999972715
0029-INA-110,0029-INA-110,INA_S_110,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,654834.343000001,7765244.48799973,30.0,2026-08-27,G00-11PTR020,1113.093524467198,213,Manual,Manual,2026-08-18,1100.105,9.0,15.0,60,RECEBENDO,1100.105,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1100.095,2025-09-02,0.009999999999990905,Comportamento estável,1100.085,2026-06-03,0.01999999999998181,Comportamento estável,-0.009999999999990905,0.01999999999998181,-0.009999999999990905,0.029999999999972715
0029-INA-111,0029-INA-111,INA_S_111,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,654834.343000001,7765244.48799973,9.1,2026-08-27,G00-11PTR020,1113.093524467198,206,Manual,Manual,2026-08-18,1118.875,9.0,15.0,60,RECEBENDO,1118.875,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1118.875,2025-09-02,0.0,Comportamento estável,1118.915,2026-06-03,-0.03999999999996362,Comportamento estável,-0.009999999999990905,0.009999999999990905,-0.009999999999990905,-0.029999999999972715
0029-INA-112,0029-INA-112,INA_S_112,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655061.832000003,7765624.30299973,108.0,2026-08-27,G00-11PTR016,1194.839154772843,188,Manual,Manual,2026-08-19,994.182,8.0,18.0,72,RECEBENDO,994.182,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,999.512,2025-08-19,-5.329999999999927,Tendência de redução da cota,996.312,2026-06-03,-2.1299999999999955,Tendência de redução da cota,,,,
0029-INA-127,0029-INA-127,INA_S_127,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656070.505000007,7765969.43899973,45.0,2026-08-27,G00-11PTR005,767.6490207906076,234,Manual,Manual,2026-08-18,978.817,9.0,14.0,56,RECEBENDO,978.817,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,978.247,2025-09-02,0.57000000000005,Tendência de elevação da cota,979.757,2026-06-03,-0.9399999999999409,Tendência de redução da cota,-1.2172014583330224,1.7872014583330724,-0.4900000000000091,-0.4499999999999318
0029-INA-128,0029-INA-128,INA_S_128,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656070.505000007,7765969.43899973,60.0,2026-08-27,G00-11PTR005,767.6490207906076,232,Manual,Manual,2026-08-18,964.547,9.0,14.5,58,RECEBENDO,964.547,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,965.997,2025-09-02,-1.4499999999999318,Tendência de redução da cota,966.177,2026-06-03,-1.6299999999999955,Tendência de redução da cota,-1.2172014583330224,-0.2327985416669094,-0.4900000000000091,-1.1399999999999864
0029-INA-132,0029-INA-132,INA_S_132,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656275.16300002,7767688.41699921,30.65,2026-08-27,G00-11PTR005,1130.136522177567,1840,Automático,Automático,2026-08-27,904.90572625,0.0,1.0,5,RECEBENDO,904.92978,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,904.69126875,2025-08-25,0.23851125000010143,Tendência de elevação da cota,906.380608333333,2026-05-27,-1.4508283333329928,Tendência de redução da cota,,,,
0029-INA-138,0029-INA-138,INA_S_138,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655468.243000007,7766566.05399973,168.5,2026-08-27,G00-11PTR008,298.1575547812145,1555,Automático,Automático,2026-08-27,951.144156666667,0.0,1.0,5,RECEBENDO,951.153295833333,3,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,953.24305,2025-08-25,-2.089754166667035,Tendência de redução da cota,,,,Sem comparação disponível,-1.7104383333330588,-0.3793158333339761,,
0029-INA-140,0029-INA-140,INA_S_140,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655316.490000006,7767092.22199973,100.0,2026-08-27,G00-11PTR008,250.38502169174336,1747,Automático,Automático,2026-08-27,946.203240833333,0.0,1.0,5,RECEBENDO,946.207059166667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,947.182807083333,2025-08-25,-0.9757479166660232,Tendência de redução da cota,946.402688333333,2026-05-27,-0.19562916666598085,Tendência de redução da cota,-1.7899999999999636,0.8142520833339404,-0.42044187500005137,0.22481270833407052
0029-INA-141,0029-INA-141,INA_S_141,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655244.979000001,7766703.14499973,150.0,2026-08-27,G00-11PTR008,218.7910203595725,2012,Automático,Automático,2026-08-27,950.661478333333,0.0,1.0,5,RECEBENDO,950.66536625,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,951.94677875,2025-08-25,-1.2814124999999876,Tendência de redução da cota,950.988078333333,2026-05-27,-0.3227120833329309,Tendência de redução da cota,-2.590951874999462,1.3095393749994741,-0.4892250000000331,0.16651291666710222
0029-INA-142,0029-INA-142,INA_S_142,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655616.825000004,7766933.20799974,120.0,2026-08-27,G00-11PTR008,229.04136383289713,1909,Automático,Automático,2026-08-27,941.769116666667,0.0,1.0,5,RECEBENDO,941.780895833333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,,,,Sem comparação disponível,942.342625416667,2026-05-27,-0.5617295833339995,Tendência de redução da cota,,,-0.5457358333330831,-0.015993750000916407
0029-INA-146,0029-INA-146,INA_S_146,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655219.687000004,7766958.88399973,100.0,2026-08-27,G00-11PTR008,208.20841803714222,1835,Automático,Automático,2026-08-27,948.393183333333,0.0,1.0,5,RECEBENDO,948.402320416667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,950.832403333333,2025-08-25,-2.430082916666038,Tendência de redução da cota,948.87088625,2026-05-27,-0.46856583333305935,Tendência de redução da cota,-1.6772952083334758,-0.752787708332562,-0.31615895833351715,-0.1524068749995422
0029-INA-148,0029-INA-148,INA_S_148,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,654898.580000008,7766354.92499973,150.0,2026-08-27,G00-11PTR008,709.9531196986513,1832,Automático,Automático,2026-08-27,951.376481666667,0.0,1.0,5,RECEBENDO,951.379807083333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,951.714594583333,2025-08-25,-0.3347874999999476,Tendência de redução da cota,951.626827083333,2026-05-27,-0.24701999999990676,Tendência de redução da cota,-0.75,0.4152125000000524,-0.3300000000000409,0.08298000000013417
0029-INA-149,0029-INA-149,INA_S_149,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655199.58400001,7766905.47399973,100.0,2026-08-27,G00-11PTR008,207.27739919888705,1792,Automático,Automático,2026-08-27,948.96664625,0.0,1.0,5,RECEBENDO,948.97427875,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,951.409033333333,2025-08-25,-2.4347545833329605,Tendência de redução da cota,949.501998333333,2026-05-27,-0.527719583332896,Tendência de redução da cota,-1.6772952083334758,-0.7574593749994847,-0.34751499999998714,-0.1802045833329089
0029-INA-150,0029-INA-150,INA_S_150,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655287.369000002,7766894.99099973,130.0,2026-08-27,G00-11PTR008,119.96354739876554,1743,Automático,Automático,2026-08-27,948.685240833333,0.0,1.0,5,RECEBENDO,948.69734125,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,951.444490416666,2025-08-25,-2.747149166665963,Tendência de redução da cota,949.18656625,2026-05-27,-0.4892250000000331,Tendência de redução da cota,-1.6772952083334758,-1.0698539583324873,-0.34751499999998714,-0.14171000000004597
0029-INA-151,0029-INA-151,INA_S_151,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655283.894000008,7766476.40899974,180.0,2026-08-27,G00-11PTR008,397.75091410713304,1836,Automático,Automático,2026-08-27,952.358998333333,0.0,1.0,5,RECEBENDO,952.371773333333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,,,,Sem comparação disponível,952.8176075,2026-05-27,-0.4458341666670549,Tendência de redução da cota,,,-0.3227120833329309,-0.123122083334124
0029-INA-152,0029-INA-152,INA_S_152,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655678.42,7766248.83399974,122.0,2026-08-27,G00-11PTR005,437.81586298197755,1977,Automático,Automático,2026-08-27,955.2087325,0.0,1.0,5,RECEBENDO,955.220560416666,3,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,956.63814375,2025-08-25,-1.4175833333340506,Tendência de redução da cota,955.758682083333,2026-05-28,-0.5381216666670525,Tendência de redução da cota,,,,
0029-INA-153,0029-INA-153,INA_S_153,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655278.330000009,7766097.48299974,190.0,2026-08-27,G00-11PTR005,760.8194513728895,2084,Automático,Automático,2026-08-27,953.567485,0.0,1.0,5,RECEBENDO,953.5793425,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,954.68519125,2025-08-25,-1.10584874999995,Tendência de redução da cota,953.926319583333,2026-05-27,-0.34697708333294486,Tendência de redução da cota,-0.9099999999999682,-0.19584874999998192,-0.25,-0.09697708333294486
0029-INA-166,0029-INA-166,,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655266.042000033,7764530.12299973,116.2,2026-08-27,G00-11PTR020,527.2873475244658,181,Manual,Manual,2026-08-25,1002.848,2.0,7.0,45,RECEBENDO,1002.848,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1013.028,2025-08-25,-10.180000000000064,Tendência de redução da cota,1006.578,2026-05-26,-3.730000000000018,Tendência de redução da cota,-10.080000000000041,-0.10000000000002274,-3.7100000000000364,-0.01999999999998181
0029-INA-170,0029-INA-170,,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655640.009000007,7764082.07999973,177.87,2026-08-27,G00-11PTR020,589.1730729169265,179,Manual,Manual,2026-08-26,990.61,1.0,7.0,45,RECEBENDO,990.61,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,994.0,2025-08-25,-3.3899999999999864,Tendência de redução da cota,992.5,2026-05-27,-1.8899999999999864,Tendência de redução da cota,,,,
0029-INA-171,0029-INA-171,,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656059.040000012,7764854.81899973,132.1,2026-08-27,G00-11PTR016,112.40640285711838,168,Manual,Manual,2026-08-26,989.039,1.0,8.0,45,RECEBENDO,989.039,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,996.169,2025-08-25,-7.1299999999999955,Tendência de redução da cota,992.759,2026-05-25,-3.7200000000000273,Tendência de redução da cota,,,,
0029-INA-172,0029-INA-172,,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655853.731000006,7765142.16799973,158.96,2026-08-27,G00-11PTR016,331.0210963934334,174,Manual,Manual,2026-08-26,966.976,1.0,7.5,45,RECEBENDO,966.976,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,968.976,2025-08-25,-2.0,Tendência de redução da cota,967.656,2026-05-25,-0.67999999999995,Tendência de redução da cota,-7.470000000000027,5.470000000000027,-1.7450000000000045,1.0650000000000546
0029-INA-174,0029-INA-174,,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655853.606000004,7765139.13499973,209.75,2026-08-27,G00-11PTR016,328.15866150103193,178,Manual,Manual,2026-08-26,986.29,1.0,7.0,45,RECEBENDO,986.29,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,993.76,2025-08-25,-7.470000000000027,Tendência de redução da cota,989.32,2026-05-25,-3.0300000000000864,Tendência de redução da cota,-2.0,-5.470000000000027,-0.5699999999999363,-2.46000000000015
0029-PM-001,0029-PM-001,INA_PO_S_01,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655151.710000011,7766949.46999947,110.0,2026-08-27,G00-11PTR008,266.05140048665095,180,Manual,Manual,2026-08-19,948.748,8.0,15.0,60,RECEBENDO,948.748,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,950.538,2025-09-02,-1.7899999999999636,Tendência de redução da cota,949.008,2026-06-18,-0.2599999999999909,Tendência de redução da cota,-1.9973366666665129,0.20733666666654926,-0.42044187500005137,0.16044187500006046
0029-PM-003,0029-PM-003,INA_PO_S_03,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655053.060000007,7766300.76999973,200.0,2026-08-27,G00-11PTR008,655.6915592831045,182,Manual,Manual,2026-08-19,952.348,8.0,16.0,64,RECEBENDO,952.348,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,953.098,2025-09-01,-0.75,Tendência de redução da cota,952.678,2026-06-18,-0.3300000000000409,Tendência de redução da cota,-0.3347874999999476,-0.4152125000000524,-0.24701999999990676,-0.08298000000013417
0029-PM-004,0029-PM-004,INA_PO_S_04,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655665.920000002,7764339.62999973,190.0,2026-08-27,G00-11PTR020,334.6091153695693,390,Manual,Manual,2026-08-18,999.073,9.0,8.0,45,RECEBENDO,999.073,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1001.163,2025-08-25,-2.090000000000032,Tendência de redução da cota,999.073,2026-05-26,0.0,Comportamento estável,-6.809627104169863,4.719627104169831,-2.5639091874999167,2.5639091874999167
0029-PM-005,0029-PM-005,INA_PO_S_05,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655126.480000005,7765904.70999973,149.7,2026-08-27,G00-11PTR008,990.6172531862888,143,Manual,Manual,2026-08-19,955.22,8.0,16.0,64,RECEBENDO,955.22,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,956.13,2025-09-01,-0.9099999999999682,Tendência de redução da cota,955.47,2026-06-16,-0.25,Tendência de redução da cota,-1.10584874999995,0.19584874999998192,-0.34697708333294486,0.09697708333294486
0029-PM-006,0029-PM-006,INA_PO_S_06,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,656007.300000005,7765161.26999973,160.0,2026-08-27,G00-11PTR016,340.43650884543547,329,Manual,Manual,2026-08-26,966.576,1.0,7.0,45,RECEBENDO,966.576,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,968.146,2025-08-25,-1.5699999999999363,Tendência de redução da cota,967.036,2026-05-25,-0.4599999999999227,Tendência de redução da cota,-1.9859064583330337,0.41590645833309736,-0.6350016666659712,0.17500166666604855
0029-PM-007,0029-PM-007,INA_PO_S_07,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655953.270000008,7765403.03999973,149.0,2026-08-27,G00-11PTR016,577.440664986462,185,Manual,Manual,2026-08-19,964.838,8.0,16.0,64,RECEBENDO,964.838,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,966.318,2025-09-01,-1.4800000000000182,Tendência de redução da cota,965.248,2026-06-16,-0.41000000000008185,Tendência de redução da cota,-1.8129187499999944,0.33291874999997617,-0.547500833332947,0.1375008333328651
0029-PM-008,0029-PM-008,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655733.418000036,7764942.69399893,113.0,2026-08-27,G00-11PTR016,246.64236879883302,178,Manual,Manual,2026-08-26,988.617,1.0,7.0,45,RECEBENDO,988.617,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,997.537,2025-08-25,-8.920000000000073,Tendência de redução da cota,992.287,2026-05-25,-3.6700000000000728,Tendência de redução da cota,-4.735000000000014,-4.185000000000059,-1.8550000000000182,-1.8150000000000546
0029-PM-009,0029-PM-009,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,655764.590000013,7764641.34799946,121.0,2026-08-27,G00-11PTR020,19.248506408351194,142,Manual,Manual,2026-08-25,987.661,2.0,7.0,45,RECEBENDO,987.661,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,998.261,2025-08-25,-10.600000000000023,Tendência de redução da cota,990.061,2026-05-26,-2.400000000000091,Tendência de redução da cota,,,,
0029-PM-018,0029-PM-018,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Sul,654926.042000009,7764589.84399973,104.0,2026-08-27,G00-11PTR020,854.8114761732942,23,Manual,Manual,2026-08-19,1007.732,8.0,14.0,56,RECEBENDO,1007.732,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1016.912,2025-08-28,-9.180000000000064,Tendência de redução da cota,1011.382,2026-06-02,-3.6499999999999773,Tendência de redução da cota,-5.870000000000118,-3.3099999999999454,-1.1399999999999864,-2.509999999999991
0029-PZ-108,0029-PZ-108,INA_S_108,Piezometro,Ativo,Ativo,HGA do snapshot,Alegria Sul,654881.971000001,7764558.10799973,200.0,2026-08-27,G00-11PTR020,901.6098870572231,242,Manual,Manual,2026-08-19,1018.463,8.0,15.5,62,RECEBENDO,1018.463,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1024.333,2025-08-18,-5.870000000000118,Tendência de redução da cota,1019.603,2026-06-16,-1.1399999999999864,Tendência de redução da cota,-9.180000000000064,3.3099999999999454,-3.6499999999999773,2.509999999999991
0029-PZ-166,0029-PZ-166,,Piezometro,Ativo,Ativo,HGA do snapshot,Alegria Sul,655266.042000024,7764530.12299973,120.36,2026-08-27,G00-11PTR020,527.2873475331756,190,Manual,Manual,2026-08-25,1002.828,2.0,7.0,45,RECEBENDO,1002.828,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1012.908,2025-08-25,-10.080000000000041,Tendência de redução da cota,1006.538,2026-05-26,-3.7100000000000364,Tendência de redução da cota,-10.180000000000064,0.10000000000002274,-3.730000000000018,0.01999999999998181
1023-PM-014,1023-PM-014,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Nova Barragem Santarem,662732.797000026,7761973.33899893,40.0,2026-08-27,G00-11PTR016,7357.651383925622,58,Manual,Manual,2026-08-18,749.125,9.0,15.0,60,RECEBENDO,749.125,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,748.465,2025-09-03,0.6599999999999682,Tendência de elevação da cota,749.585,2026-06-04,-0.4600000000000364,Tendência de redução da cota,,,,
1024-PM-010,1024-PM-010,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Barragem Germano,657890.989000023,7764152.3179992,50.5,2026-08-27,G00-11PTR016,2053.9790193811987,59,Manual,Manual,2026-08-21,922.705,6.0,11.0,45,RECEBENDO,922.705,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,922.03,2025-08-19,0.6750000000000682,Tendência de elevação da cota,923.05,2026-06-02,-0.3449999999999136,Tendência de redução da cota,,,,
1024-PM-011,1024-PM-011,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Barragem Germano,660600.290000017,7763790.84099947,101.0,2026-08-27,G00-11PTR016,4763.540998453723,59,Manual,Manual,2026-08-26,828.963,1.0,15.0,60,RECEBENDO,828.963,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,829.573,2025-08-21,-0.6100000000000136,Tendência de redução da cota,828.883,2026-05-27,0.07999999999992724,Comportamento estável,,,,
1024-PM-020,1024-PM-020,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Barragem Germano,660929.420000018,7763666.23099919,48.7,2026-08-27,G00-11PTR016,5112.126229360962,20,Manual,Manual,2026-08-26,767.337,1.0,15.5,62,RECEBENDO,767.337,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,,,,Sem comparação disponível,767.377,2026-05-27,-0.03999999999996362,Comportamento estável,,,,
1226-INA-029,1226-INA-029,INA_G_29,INA,Ativo,Ativo,HGA do snapshot,Cava Germano,657373.281000003,7765484.68999973,162.0,2026-08-27,G00-11PTR016,1568.0270653184946,2585,Automático,Automático,2026-08-27,992.403294441097,0.0,1.0,5,RECEBENDO,992.41647223697,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,996.535271316998,2025-09-07,-4.118799080027998,Tendência de redução da cota,993.649542629047,2026-05-27,-1.2330703920770247,Tendência de redução da cota,-0.963649182855761,-3.1551498971722367,0.024056457283961663,-1.2571268493609864
1226-INA-030,1226-INA-030,INA_G_30,INA,Ativo,Ativo,HGA do snapshot,Cava Germano,657370.433000011,7765483.30999973,240.0,2026-08-27,G00-11PTR016,1564.8628175956778,2575,Automático,Automático,2026-08-27,948.739813678957,0.0,1.0,5,RECEBENDO,948.714143932584,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,949.0814422982955,2025-09-07,-0.3672983657115765,Tendência de redução da cota,948.556031018016,2026-05-27,0.15811291456793697,Tendência de elevação da cota,-2.8393995400139715,2.472101174302395,-0.6715351960385192,0.8296481106064562
1226-PM-015,1226-PM-015,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Cava Germano,657327.448000015,7765436.61899947,115.0,2026-08-27,G00-11PTR016,1506.4307811196127,59,Manual,Manual,2026-08-19,950.941,8.0,14.5,58,RECEBENDO,950.941,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,952.501,2025-08-28,-1.5599999999999454,Tendência de redução da cota,951.051,2026-06-03,-0.11000000000001364,Tendência de redução da cota,-2.243048722869787,0.6830487228698416,-0.5374787387545439,0.42747873875453024
1226-PM-016,1226-PM-016,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Cava Germano,657650.63100003,7766429.91499892,40.0,2026-08-27,G00-11PTR005,1894.973536163489,50,Manual,Manual,2026-08-20,941.902,7.0,14.5,58,RECEBENDO,941.902,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,942.692,2025-08-28,-0.7899999999999636,Tendência de redução da cota,942.112,2026-06-03,-0.2099999999999227,Tendência de redução da cota,,,,
1226-PM-017,1226-PM-017,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Cava Germano,657575.967000018,7765950.32999919,100.0,2026-08-27,G00-11PTR005,1944.8726934899478,100,Manual,Manual,2026-08-20,956.173,7.0,15.0,60,RECEBENDO,956.173,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,956.493,2025-08-28,-0.32000000000005,Tendência de redução da cota,957.153,2026-06-03,-0.9800000000000182,Tendência de redução da cota,,,,
1226-PM-019,1226-PM-019,,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Cava Germano,657767.86700001,7766173.87099973,104.0,2026-08-27,G00-11PTR005,2058.416782376717,19,Manual,Manual,2026-08-20,941.534,7.0,15.0,60,RECEBENDO,941.534,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,,,,Sem comparação disponível,941.804,2026-06-03,-0.2699999999999818,Tendência de redução da cota,,,,
1226-PZ-158,1226-PZ-158,PZ-BVP-007,Piezometro,Ativo,Ativo,HGA do snapshot,Alegria Sul,656689.440000007,7766093.52999973,80.0,2026-08-27,G00-11PTR005,1087.219930729616,109,Manual,Manual,2026-08-18,1029.4,9.0,13.5,54,RECEBENDO,1029.4,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1027.27,2025-08-29,2.130000000000109,Tendência de elevação da cota,1031.15,2026-05-12,-1.75,Tendência de redução da cota,,,,
1331-INA-161,1331-INA-161,PDER-01,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656251.810000057,7766488.54099814,50.0,2026-08-27,G00-11PTR005,515.5457952116619,85,Manual,Manual,2026-08-06,994.263,21.0,17.0,68,RECEBENDO,994.263,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,994.193,2025-08-26,0.07000000000005002,Comportamento estável,994.143,2026-05-18,0.12000000000000455,Tendência de elevação da cota,0.09000000000003183,-0.01999999999998181,0.21000000000003638,-0.09000000000003183
1331-INA-161A,1331-INA-161A,PDER-01,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656251.810000049,7766488.5409984,28.29,2026-08-27,G00-11PTR005,515.5457951094096,84,Manual,Manual,2026-08-06,994.563,21.0,17.0,68,RECEBENDO,994.563,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,994.473,2025-08-26,0.09000000000003183,Comportamento estável,994.353,2026-05-18,0.21000000000003638,Tendência de elevação da cota,0.07000000000005002,0.01999999999998181,0.12000000000000455,0.09000000000003183
1331-INA-162,1331-INA-162,PDER-06,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656076.396000039,7766961.38499867,30.0,2026-08-27,G00-11PTR005,417.01893847567743,84,Manual,Manual,2026-08-06,953.757,21.0,19.0,76,RECEBENDO,953.757,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,953.397,2025-08-26,0.35999999999989996,Tendência de elevação da cota,954.067,2026-06-18,-0.3100000000000591,Tendência de redução da cota,,,,
