instrumento,inst_id,nome_original,natureza,situacao_cadastro,situacao_operacional,fonte_situacao_operacional,localidade,x,y,profundidade_m,data_corte,ptr_mais_proximo,dist_ptr_m,leituras,fonte_recente,modo_monitoramento,ultima,ultima_leitura_cota_m,dias_sem_leitura,cadencia_mediana_dias,limite_atualizacao_dias,recebimento,cota_atual_representativa_m,n_atual_validas,status_qaqc,motivos,sinais_qaqc,flatline_ativo,pos_flatline_pendente,salto_tipo,salto_data,variacao_ultima_m,ruido_recente,conflitos_temporais,conflito_recente,cota_referencia_12m_m,data_referencia_12m,delta_12m_m,classificacao_12m,cota_referencia_90d_m,data_referencia_90d,delta_90d_m,classificacao_90d,mediana_vizinhos_12m_m,diferenca_vizinhos_12m_m,mediana_vizinhos_90d_m,diferenca_vizinhos_90d_m
0028-INA-137,0028-INA-137,INA_C_137,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,655359.405000005,7768693.09699974,150.0,2026-08-27,G00-11PTR014,1261.7926638582862,2024,Automático,Automático,2026-08-27,975.571878333333,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Mudança recente no comportamento das leituras.,patamar_nao_confirmado | ruido_elevado,False,False,patamar_nao_confirmado,2026-08-26,0.3135849999999891,elevado,0,False,978.004793125,2025-08-25,,Sem comparação disponível,976.708879583333,2026-05-27,,Sem comparação disponível,,,,
0028-INA-139,0028-INA-139,INA_C_139,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,655565.030000009,7768514.13899973,150.0,2026-08-27,G00-11PTR014,1185.579434376045,2058,Automático,Automático,2026-08-27,969.857022375,0.0,1.0,5,RECEBENDO,969.868683166667,7,Acompanhar,Acompanhar — Leitura recente distinta do comportamento habitual. A continuidade da série permitirá avaliar sua representatividade.,salto_isolado,False,False,salto_isolado,2026-08-13,-0.5176341249999723,,0,False,972.173063583333,2025-08-25,-2.3043804166660493,Tendência de redução da cota,970.207563125,2026-05-27,-0.33887995833299556,Tendência de redução da cota,-1.9987545416669263,-0.30562587499912297,-0.5364704583334401,0.19759050000044454
0029-INA-120,0029-INA-120,INA_S_120,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655034.421000013,7765849.25899946,120.0,2026-08-27,G00-11PTR008,1071.9025285454306,1675,Automático,Automático,2026-08-27,956.47327,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,956.950320833333,2025-08-25,,Sem comparação disponível,,,,Sem comparação disponível,,,,
0029-INA-154,0029-INA-154,INA_S_154,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656003.937000007,7765161.98299973,140.0,2026-08-27,G00-11PTR016,340.5956955919739,1923,Automático,Automático,2026-08-27,967.280432916667,0.0,1.0,5,RECEBENDO,,3,Acompanhar,Acompanhar — Mudança recente no comportamento das leituras.,patamar_nao_confirmado,False,False,patamar_nao_confirmado,2026-08-25,-0.0970200595239703,,0,False,969.216171666667,2025-08-25,,Sem comparação disponível,967.93283625,2026-05-30,,Sem comparação disponível,,,,
0029-PZ-096B,0029-PZ-096B,INA_S_96B,Piezometro,Ativo,Ativo,HGA do snapshot,Alegria Sul,654862.753000009,7764947.44799973,200.0,2026-08-27,G00-11PTR020,961.2693615689095,1766,Automático,Automático,2026-08-27,1013.73157833333,0.0,1.0,5,RECEBENDO,1013.764337083335,4,Acompanhar,Acompanhar — As leituras recentes apresentam maior oscilação em relação ao comportamento habitual.,ruido_elevado,False,False,,,,elevado,0,False,1019.18532125,2025-08-25,-5.420984166664994,Tendência de redução da cota,1015.26839375,2026-05-28,-1.504056666664951,Tendência de redução da cota,-0.009999999999990905,-5.410984166665003,-0.009999999999990905,-1.4940566666649602
30LI002,30LI002,INA_JM_106/1130-INA-106,INA,Ativo,Ativo,HGA do snapshot,Joao Manoel,656771.07000001,7768935.63999947,80.0,2026-08-27,G00-11PTR009,130.38565871887403,202,Automático,Automático,2026-08-27,923.770516,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,,,,Sem comparação disponível,923.758126,2026-05-27,,Sem comparação disponível,,,,
30LI008,30LI008,INA_JM_62/1130-INA-062,INA,Ativo,Ativo,HGA do snapshot,Joao Manoel,655264.79000003,7768808.44999893,50.0,2026-08-27,G00-11PTR014,1302.684611943555,291,Automático,Automático,2026-08-24,1012.134544506,3.0,1.0,5,RECEBENDO,,4,Acompanhar,Acompanhar — Mudança recente no comportamento das leituras.,patamar_nao_confirmado,False,False,patamar_nao_confirmado,2026-08-22,-6.40885676708001,,0,False,,,,Sem comparação disponível,1023.51990375,2026-05-27,,Sem comparação disponível,,,,
30LI010,30LI010,INA_JM_64/1130-INA-064,INA,Ativo,Ativo,HGA do snapshot,Joao Manoel,655315.990000017,7769073.95999947,50.1,2026-08-27,G00-11PTR014,1185.4628765682944,259,Automático,Automático,2026-08-27,1008.478569841,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,,,,Sem comparação disponível,1008.48573585,2026-05-27,,Sem comparação disponível,,,,
G00-11PTR009,G00-11PTR009,PTR_N_09,Poco Tubular,Ativo,Ativo,HGA do snapshot,Alegria Norte,656717.650000015,7769054.57999947,265.0,2026-08-27,G00-11PTR009,0.0,2256,Automático,Automático,2026-08-27,959.577,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,,,,Contexto operacional,,,,Contexto operacional,,,,
G00-11PTR010,G00-11PTR010,PTR_N_10,Poco Tubular,Ativo,Ativo,HGA do snapshot,Alegria Norte,656911.520000008,7769278.80999947,265.0,2026-08-27,G00-11PTR010,0.0,2390,Automático,Automático,2026-08-27,982.033,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,,,,Contexto operacional,,,,Contexto operacional,,,,
G00-11PTR011,G00-11PTR011,PTR_N_11,Poco Tubular,Ativo,Ativo,HGA do snapshot,Alegria Norte,657019.870000018,7769531.24999947,210.0,2026-08-27,G00-11PTR011,0.0,2316,Automático,Automático,2026-08-27,1040.36,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,,,,Contexto operacional,,,,Contexto operacional,,,,
G00-11PTR012,G00-11PTR012,PTR_N_12,Poco Tubular,Ativo,Ativo,HGA do snapshot,Alegria Norte,656726.800000018,7769323.81999947,253.0,2026-08-27,G00-11PTR012,0.0,2323,Automático,Automático,2026-08-27,1018.098,0.0,1.0,5,RECEBENDO,,7,Acompanhar,Acompanhar — Leituras consecutivas permaneceram constantes por período prolongado.,flatline,True,False,,,,,0,False,,,,Contexto operacional,,,,Contexto operacional,,,,
G00-11PTR016,G00-11PTR016,G00-11PTR016,Poco Tubular,Ativo,Ativo,HGA do snapshot,Alegria Sul,655950.49600006,7764825.60599787,304.0,2026-08-27,G00-11PTR016,0.0,605,Automático,Automático,2026-08-27,965.709860539754,0.0,1.0,5,RECEBENDO,965.709860539754,7,Acompanhar,Acompanhar — As leituras recentes apresentam maior oscilação em relação ao comportamento habitual.,ruido_elevado,False,False,,,,elevado,0,False,,,,Contexto operacional,,,,Contexto operacional,,,,
0027-INA-018,0027-INA-018,INA_N_18,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656565.264,7769443.61999974,120.0,2026-08-27,G00-11PTR015,175.80849282671758,2564,Automático,Automático,2026-08-27,919.372905541667,0.0,1.0,5,RECEBENDO,919.275734958333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,920.32369925,2025-08-25,-1.0479642916669718,Tendência de redução da cota,,,,Sem comparação disponível,-0.4497316666664801,-0.5982326250004917,,
0027-INA-020,0027-INA-020,INA_N_20,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656536.628000008,7769414.00099974,121.0,2026-08-27,G00-11PTR014,162.10098031515406,2365,Automático,Automático,2026-08-27,919.246537833333,0.0,1.0,5,RECEBENDO,919.146161541667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,918.555634125,2025-08-25,0.5905274166669869,Tendência de elevação da cota,,,,Sem comparação disponível,-1.2689775208334595,1.8595049375004464,,
0027-INA-021B,0027-INA-021B,INA_N_21B,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656460.080000004,7769379.84599973,122.0,2026-08-27,G00-11PTR014,123.03634517325607,2270,Automático,Automático,2026-08-27,919.672064416667,0.0,1.0,5,RECEBENDO,919.568111625,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,921.110094333333,2025-08-25,-1.5419827083329665,Tendência de redução da cota,,,,Sem comparação disponível,-0.22871843749999243,-1.313264270832974,,
0027-INA-051B,0027-INA-051B,INA_N_51B,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656662.371000009,7769297.70299973,150.0,2026-08-27,G00-11PTR015,34.81495174594467,2169,Automático,Automático,2026-08-27,915.972017333333,0.0,1.0,5,RECEBENDO,915.605324916667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,914.445943691667,2025-08-25,1.1593812249999473,Tendência de elevação da cota,,,,Sem comparação disponível,-1.0479642916669718,2.207345516666919,,
0027-INA-052,0027-INA-052,INA_N_52A,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,655228.853000002,7769362.58799973,200.15,2026-08-27,G00-11PTR014,1262.1477686847775,2213,Automático,Automático,2026-08-27,1021.90021375,0.0,1.0,5,RECEBENDO,1021.91945458333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1023.3868475,2025-08-25,-1.4673929166700646,Tendência de redução da cota,1022.24006083333,2026-05-27,-0.3206062499999689,Tendência de redução da cota,,,,
0027-INA-055,0027-INA-055,INA_N_55,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656324.641000002,7769439.76899973,212.0,2026-08-27,G00-11PTR014,242.29065076310914,2487,Automático,Automático,2026-08-27,921.19664875,0.0,1.0,5,RECEBENDO,921.122242333333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,922.612233083333,2025-08-25,-1.4899907499999472,Tendência de redução da cota,,,,Sem comparação disponível,-1.0479642916669718,-0.4420264583329754,,
0027-INA-073,0027-INA-073,INA_N_73,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,657245.45400001,7769759.35199973,250.0,2026-08-27,G00-11PTR018,37.4985825769542,264,Manual,Manual,2026-08-21,900.865,6.0,14.5,58,RECEBENDO,900.865,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,905.115,2025-09-04,-4.25,Tendência de redução da cota,901.075,2026-05-21,-0.21000000000003638,Tendência de redução da cota,,,,
0027-INA-076,0027-INA-076,INA_N_76B,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656826.435000005,7769660.62299973,200.0,2026-08-27,G00-11PTR011,232.7111351573304,181,Manual,Manual,2026-06-23,921.535,65.0,18.0,72,RECEBENDO,921.535,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,921.805,2025-09-18,-0.2699999999999818,Tendência de redução da cota,922.115,2026-05-21,-0.5800000000000409,Tendência de redução da cota,0.0,-0.2699999999999818,0.0,-0.5800000000000409
0027-INA-115,0027-INA-115,INA_N_115,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656280.378,7770252.23699973,300.0,2026-08-27,G00-11PTR013,978.3752557268563,241,Manual,Manual,2026-08-20,1053.719,7.0,15.0,60,RECEBENDO,1053.719,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1054.459,2025-09-04,-0.7400000000000091,Tendência de redução da cota,1053.959,2026-05-21,-0.2400000000000091,Tendência de redução da cota,,,,
0027-INA-130,0027-INA-130,INA_N_130,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,657060.241000006,7769583.91899973,105.0,2026-08-27,G00-11PTR011,66.3614438388113,220,Manual,Manual,2026-08-20,935.748,7.0,15.0,60,RECEBENDO,935.748,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,935.748,2025-09-04,0.0,Comportamento estável,935.748,2026-05-21,0.0,Comportamento estável,-0.2699999999999818,0.2699999999999818,-0.5800000000000409,0.5800000000000409
0027-INA-135,0027-INA-135,INA_N_135,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,656702.40500001,7769021.24099973,108.1,2026-08-27,G00-11PTR009,36.659227062311025,1930,Automático,Automático,2026-08-27,907.629044083333,0.0,1.0,5,RECEBENDO,907.549934958333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,909.7361375,2025-08-25,-2.1862025416670576,Tendência de redução da cota,907.747062583333,2026-05-27,-0.19712762500000736,Tendência de redução da cota,,,-0.11068754166700501,-0.08644008333300235
0027-INA-155,0027-INA-155,INA_CA_155,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,654682.718000006,7770805.72099973,470.6,2026-08-27,G00-11PTR014,2375.8707682601125,1836,Automático,Automático,2026-08-27,1051.68760136806,0.0,1.0,5,RECEBENDO,1051.68760136806,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1053.15458431944,2025-08-25,-1.466982951379805,Tendência de redução da cota,1052.06299779861,2026-05-27,-0.37539643054992666,Tendência de redução da cota,1.0664513333399555,-2.5334342847197604,-0.29796213888994316,-0.0774342916599835
0027-INA-156,0027-INA-156,INA_CA_156,INA,Ativo,Ativo,HGA do snapshot,Alegria Norte,654661.877000004,7770749.25999974,450.0,2026-08-27,G00-11PTR014,2355.6331496686853,1977,Automático,Automático,2026-08-27,1112.46625890278,0.0,1.0,5,RECEBENDO,1112.46738709028,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,1111.40093575694,2025-08-25,1.0664513333399555,Tendência de elevação da cota,1112.76534922917,2026-05-27,-0.29796213888994316,Tendência de redução da cota,-1.466982951379805,2.5334342847197604,-0.37539643054992666,0.0774342916599835
0028-INA-041,0028-INA-041,INA_C_41,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,655738.266000006,7768529.16699973,150.5,2026-08-27,G00-11PTR014,1045.971449106104,2188,Automático,Automático,2026-08-27,969.331879625,0.0,1.0,5,RECEBENDO,969.331879625,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,971.330634166667,2025-08-25,-1.9987545416669263,Tendência de redução da cota,969.454820541667,2026-05-27,-0.1229409166669484,Tendência de redução da cota,-2.3043804166660493,0.30562587499912297,-0.6444399791664637,0.5214990624995153
0028-INA-059,0028-INA-059,INA_C_59,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,654905.492000006,7767858.84899974,190.0,2026-08-27,G00-11PTR008,1118.1107084594862,264,Manual,Manual,2026-08-20,950.182,7.0,15.5,62,RECEBENDO,950.182,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,950.652,2025-09-02,-0.4700000000000273,Tendência de redução da cota,947.932,2026-05-20,2.25,Tendência de elevação da cota,,,,
0028-INA-060,0028-INA-060,INA_C_60,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,655003.953000007,7767257.99399973,100.0,2026-08-27,G00-11PTR008,564.641181387086,2002,Automático,Automático,2026-08-27,949.19212125,0.0,1.0,5,RECEBENDO,949.189891666667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,,,,Sem comparação disponível,949.242325,2026-05-27,-0.052433333333056,Comportamento estável,,,-0.0702266666670539,0.017793333333997907
0028-INA-086,0028-INA-086,INA_C_86,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,654798.060000003,7767560.48699973,215.0,2026-08-27,G00-11PTR008,926.8722143997155,2012,Automático,Automático,2026-08-27,951.8128375,0.0,1.0,5,RECEBENDO,951.807786666667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,patamar_confirmado,2026-08-19,0.07825750000006337,,0,False,951.626838333333,2025-08-25,0.18094833333395854,Tendência de elevação da cota,951.79856375,2026-05-27,0.009222916666999481,Comportamento estável,0.07886979166698893,0.10207854166696961,-0.10302154166652144,0.11224445833352092
0028-INA-143,0028-INA-143,INA_C_143,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,655254.837000001,7767323.49899974,90.0,2026-08-27,G00-11PTR008,489.3093804387639,1853,Automático,Automático,2026-08-27,944.838265708333,0.0,1.0,5,RECEBENDO,944.838265708333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,945.065373875,2025-08-27,-0.2271081666669943,Tendência de redução da cota,,,,Sem comparação disponível,-0.29643708333350105,0.06932891666650676,,
0028-INA-144,0028-INA-144,INA_C_144,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,654702.260000007,7767358.47699974,100.0,2026-08-27,G00-11PTR008,860.3420126253718,1828,Automático,Automático,2026-08-27,951.510061541667,0.0,1.0,5,RECEBENDO,951.511424458333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,951.410105708333,2025-08-25,0.10131874999990487,Tendência de elevação da cota,951.596489625,2026-05-27,-0.08506516666705011,Comportamento estável,0.11868458333401577,-0.017365833334110903,-0.05587749999949665,-0.029187666667553458
0028-INA-145,0028-INA-145,INA_C_145,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,654852.960000004,7767351.51599973,100.0,2026-08-27,G00-11PTR008,738.4842463199005,2083,Automático,Automático,2026-08-27,950.8348825,0.0,1.0,5,RECEBENDO,950.839816666667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,950.783395833333,2025-08-25,0.056420833334072995,Comportamento estável,950.960794583333,2026-05-27,-0.12097791666599278,Tendência de redução da cota,0.10131874999990487,-0.04489791666583187,-0.0412166666665712,-0.07976124999942158
0028-INA-147,0028-INA-147,INA_C_147,INA,Ativo,Ativo,HGA do snapshot,Alegria Centro,655200.233000003,7767384.50199974,100.0,2026-08-27,G00-11PTR008,564.8555756662914,1936,Automático,Automático,2026-08-27,946.67996375,0.0,1.0,5,RECEBENDO,946.67996375,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,947.002837916667,2025-08-25,-0.3228741666670203,Tendência de redução da cota,946.750190416667,2026-05-27,-0.0702266666670539,Comportamento estável,-0.24855408333348805,-0.07432008333353224,-0.0412166666665712,-0.029010000000482705
0028-PM-002,0028-PM-002,INA_PO_C_02,Poco Monitoramento,Ativo,Ativo,HGA do snapshot,Alegria Centro,655015.750000008,7767299.49999973,90.7,2026-08-27,G00-11PTR008,587.060459947549,172,Manual,Manual,2026-08-20,947.66,7.0,15.0,60,RECEBENDO,947.66,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,947.93,2025-09-02,-0.2699999999999818,Tendência de redução da cota,947.69,2026-06-08,-0.030000000000086402,Comportamento estável,-0.2271081666669943,-0.04289183333298752,-0.0702266666670539,0.0402266666669675
0029-INA-024,0029-INA-024,INA_S_24,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655864.560000003,7766037.53599973,100.6,2026-08-27,G00-11PTR005,645.7440375170529,2258,Automático,Automático,2026-08-27,957.149280416667,0.0,1.0,5,RECEBENDO,957.154982916667,3,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,958.353572083333,2025-08-25,-1.198589166666011,Tendência de redução da cota,957.646339166667,2026-05-27,-0.4913562499999671,Tendência de redução da cota,-0.4399999999999409,-0.75858916666607,-1.2849999999999682,0.7936437500000011
0029-INA-035,0029-INA-035,INA_S_35,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655305.527000005,7767145.94099972,100.45,2026-08-27,G00-11PTR008,304.7520644658299,2390,Automático,Automático,2026-08-27,944.524088583333,0.0,1.0,5,RECEBENDO,944.524088583333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,943.293044666667,2025-08-25,1.2310439166659535,Tendência de elevação da cota,944.753997916667,2026-05-23,-0.22990933333403518,Tendência de redução da cota,-1.564590416666988,2.7956343333329414,-0.31615895833351715,0.08624962499948197
0029-INA-036,0029-INA-036,INA_S_36,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655777.52200001,7767304.92999973,100.15,2026-08-27,G00-11PTR008,585.518041322589,2485,Automático,Automático,2026-08-27,931.221185166667,0.0,1.0,5,RECEBENDO,931.245879583333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,931.70472875,2025-08-25,-0.458849166666937,Tendência de redução da cota,932.9922014583335,2026-05-16,-1.7463218750004899,Tendência de redução da cota,,,,
0029-INA-048,0029-INA-048,INA_S_48,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,656006.879000007,7765823.72199973,101.05,2026-08-27,G00-11PTR005,884.6684732157803,1956,Automático,Automático,2026-08-27,959.681187916667,0.0,1.0,5,RECEBENDO,959.699239166667,3,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,960.935052916667,2025-08-25,-1.235813750000034,Tendência de redução da cota,960.37481875,2026-05-27,-0.6755795833330467,Tendência de redução da cota,-0.4399999999999409,-0.795813750000093,-0.4900000000000091,-0.1855795833330376
0029-INA-070,0029-INA-070,INA_S_70,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655773.482000007,7766509.34999973,208.0,2026-08-27,G00-11PTR005,167.23866064340535,2107,Automático,Automático,2026-08-27,951.70365525,0.0,1.0,5,RECEBENDO,951.7135156666665,4,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,954.18535875,2025-08-25,-2.4718430833335105,Tendência de redução da cota,952.548654958333,2026-05-29,-0.8351392916665645,Tendência de redução da cota,,,,
0029-INA-078,0029-INA-078,INA_S_78,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655187.636999999,7767051.87099973,200.0,2026-08-27,G00-11PTR008,289.2781985519937,1903,Automático,Automático,2026-08-27,947.585564583333,0.0,1.0,5,RECEBENDO,947.591890833333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,949.15648125,2025-08-25,-1.564590416666988,Tendência de redução da cota,947.96420875,2026-05-27,-0.3723179166670434,Tendência de redução da cota,-2.1100414583330007,0.5454510416660128,-0.3642829166665251,-0.008035000000518266
0029-INA-084,0029-INA-084,INA_S_84,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655548.507000009,7766744.74099973,260.0,2026-08-27,G00-11PTR008,185.08132134461977,2028,Automático,Automático,2026-08-27,951.567085416667,0.0,1.0,5,RECEBENDO,951.578321666667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,953.28876,2025-08-25,-1.7104383333330588,Tendência de redução da cota,952.1240575,2026-05-27,-0.5457358333330831,Tendência de redução da cota,-2.089754166667035,0.3793158333339761,-0.5617295833339995,0.015993750000916407
0029-INA-097,0029-INA-097,INA_S_97,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655652.949000006,7764342.33099973,250.0,2026-08-27,G00-11PTR020,336.6807700891864,1921,Automático,Automático,2026-08-27,993.352472708333,0.0,1.0,5,RECEBENDO,993.3866995625001,4,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,patamar_confirmado,2026-08-24,-0.31467014705890506,,0,False,1000.19632666667,2025-08-25,-6.809627104169863,Tendência de redução da cota,995.95060875,2026-05-28,-2.5639091874999167,Tendência de redução da cota,-2.090000000000032,-4.719627104169831,0.0,-2.5639091874999167
0029-INA-100,0029-INA-100,INA_S_100,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655470.222000008,7767110.50499973,248.9,2026-08-27,G00-11PTR008,263.2394082201526,1911,Automático,Automático,2026-08-27,946.42308,0.0,1.0,5,RECEBENDO,946.4062575,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,patamar_confirmado,2026-08-06,-0.2721729166670457,,0,False,944.85637125,2025-08-25,1.549886249999986,Tendência de elevação da cota,947.28249875,2026-05-27,-0.8762412499999073,Tendência de redução da cota,0.12764799999996512,1.4222382500000208,-0.22990933333403518,-0.6463319166658721
0029-INA-101,0029-INA-101,INA_S_101,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655470.222000008,7767110.50499973,187.9,2026-08-27,G00-11PTR008,263.2394082201526,275,Manual,Manual,2026-08-18,944.483,9.0,14.5,58,RECEBENDO,944.483,1,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,948.683,2025-09-02,-4.2000000000000455,Tendência de redução da cota,944.643,2026-06-03,-0.16000000000008185,Tendência de redução da cota,0.12764799999996512,-4.327648000000011,-0.22990933333403518,0.06990933333395333
0029-INA-102,0029-INA-102,INA_S_102,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655959.337000003,7765391.86899973,200.0,2026-08-27,G00-11PTR016,566.3320144187729,1632,Automático,Automático,2026-08-27,964.223500833333,0.0,1.0,5,RECEBENDO,964.242770416667,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,966.214583333333,2025-08-25,-1.9718129166660674,Tendência de redução da cota,964.877772083333,2026-05-27,-0.6350016666659712,Tendência de redução da cota,-1.5699999999999363,-0.40181291666613106,-0.4350000000000023,-0.20000166666596897
0029-INA-103,0029-INA-103,INA_S_103,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655936.356000009,7765431.60299973,200.0,2026-08-27,G00-11PTR016,606.1619468962924,2042,Automático,Automático,2026-08-27,963.932715416667,0.0,1.0,5,RECEBENDO,963.952638333333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,965.765557083333,2025-08-25,-1.8129187499999944,Tendência de redução da cota,964.614704583333,2026-05-27,-0.6620662500000662,Tendência de redução da cota,-1.7259064583330428,-0.08701229166695157,-0.41000000000008185,-0.2520662499999844
0029-INA-104,0029-INA-104,INA_S_104,INA,Ativo,Ativo,HGA do snapshot,Alegria Sul,655983.568000008,7765329.16199973,200.0,2026-08-27,G00-11PTR016,504.64086654812473,2066,Automático,Automático,2026-08-27,968.654324166667,0.0,1.0,5,RECEBENDO,968.657753333333,7,Conforme,Conforme — Nenhum sinal recente requer acompanhamento pela rotina automática.,,False,False,,,,,0,False,,,,Sem comparação disponível,968.70031,2026-05-27,-0.042556666666996534,Comportamento estável,,,-0.6485339583330187,0.6059772916660222
